follower_count,following_count,account_age_days,verified_flag,source_type,user_id
1837,1197,1553,0,User,288
2739,159,2377,0,News Outlet,289
2948,2404,1077,0,Bot,290
4007,629,593,0,Influencer,291
900,897,2498,0,Influencer,292
2403,88,3381,0,User,293
586,1221,3065,0,Bot,294
148,406,2195,0,User,295
2674,1590,1749,0,User,296
3377,890,112,0,User,297
1123,1041,945,0,User,298
1018,272,1013,0,User,299
1839,1062,1953,0,News Outlet,300
178,828,3108,0,User,301
4524,747,1861,0,Bot,302
2367,1703,236,0,Bot,303
806,60,1032,0,User,304
92,538,507,0,User,305
77,82,1262,0,User,306
2731,864,3640,0,Bot,307
7051,812,113,0,News Outlet,308
1343,880,1068,0,User,309
1058,1114,83,0,User,310
3532,743,1532,0,User,311
2385,1031,828,0,Bot,312
1405,2007,2081,0,User,313
1308,16,1180,0,Bot,314
4469,232,2431,0,Influencer,315
2176,877,1950,0,News Outlet,316
4907,335,2174,0,User,317
2285,86,395,0,Bot,318
5593,195,3180,0,User,319
3388,1078,2401,0,User,320
1933,322,82,0,User,321
113,2356,2152,0,User,322
1514,567,681,0,User,323
4999,649,1425,0,Influencer,324
1015,435,742,0,User,325
5863,999,695,0,Influencer,326
749,978,562,0,User,327
3482,562,925,0,User,328
6120,333,2522,0,News Outlet,329
1539,2462,1486,0,User,330
295,2203,956,0,User,331
2360,1709,1936,0,User,332
3702,1167,321,0,User,333
2187,231,78,0,Bot,334
1313,697,2126,0,User,335
2472,635,1838,0,News Outlet,336
472,110,545,0,User,337
1362,1588,815,0,User,338
1895,1432,1156,0,Influencer,339
129,882,530,0,User,340
690,950,1177,0,User,341
4709,275,2429,0,User,342
1621,697,1395,0,User,343
1835,932,1849,0,User,344
745,575,1655,0,User,345
2997,317,402,0,User,346
1097,584,1355,0,Bot,347
367,485,1701,0,User,348
8,562,108,0,User,349
2587,328,332,0,User,350
3875,415,622,0,User,351
235,259,1713,0,User,352
4814,310,644,0,User,353
1137,690,2042,0,News Outlet,354
627,2191,2984,0,User,355
520,512,2216,0,User,356
144,1103,1833,0,User,357
2030,585,1959,0,User,358
1927,870,237,0,User,359
3120,651,651,0,User,360
883,1175,51,0,User,361
449,252,249,0,News Outlet,362
4834,58,1403,0,User,363
1295,45,1554,0,User,364
4511,61,2329,0,User,365
2184,1219,358,0,Influencer,366
1199,916,307,0,User,367
1658,108,1470,0,User,368
2160,1121,2606,0,User,369
585,465,421,0,User,370
3362,157,267,0,User,371
237,1458,1280,0,User,372
2973,1377,875,0,User,373
5282,3,2582,0,News Outlet,374
1191,1816,225,0,User,375
2176,513,1680,0,Influencer,376
1503,1707,467,0,User,377
2740,2583,601,0,Bot,378
902,1491,1534,0,User,379
1375,412,2077,0,Influencer,380
3556,2004,937,0,Bot,381
451,392,3109,0,User,382
2423,149,586,0,Influencer,383
2213,589,1036,0,User,384
3054,1200,597,0,User,385
4070,2577,1635,0,User,386
305,1080,1367,0,User,387
1198,447,2132,0,User,388
6495,1536,3062,0,User,389
1320,1107,3614,0,User,390
1335,647,2439,0,User,391
793,1263,1224,0,User,392
2643,1051,131,0,User,393
111,1165,1959,0,Bot,394
812,1218,418,0,Influencer,395
220,1108,2546,0,User,396
200,1568,110,0,User,397
2065,571,1015,0,Influencer,398
3303,137,76,0,News Outlet,399
2556,986,613,0,User,400
2477,709,1110,0,User,401
2711,1744,2555,0,News Outlet,402
413,389,153,0,User,403
1379,1477,259,0,User,404
3121,365,1997,0,Influencer,405
364,2194,1757,0,News Outlet,406
2167,48,1179,0,Influencer,407
654,1475,214,0,User,408
425,5,465,0,User,409
4057,417,1846,0,Influencer,410
3000,37,1866,0,News Outlet,411
563,835,891,0,User,412
279,2003,428,0,User,413
552,954,4589,0,User,414
3076,105,1479,0,User,415
141,687,173,0,User,416
2362,1465,1880,0,User,417
3156,58,1553,0,User,418
3205,437,466,0,User,419
1017,648,857,0,User,420
1361,988,36,0,User,421
6200,1429,670,0,Influencer,422
685,767,760,0,User,423
1801,1578,860,0,User,424
3160,1363,992,0,User,425
2530,116,2050,0,Bot,426
5431,2209,1530,0,User,427
1581,383,322,0,User,428
74,124,1755,0,User,429
3085,1577,487,0,User,430
2462,426,2454,0,Bot,431
1431,660,1493,0,User,432
1271,1360,1734,0,User,433
1609,1474,1924,0,User,434
1698,1148,137,0,User,435
6661,671,619,0,User,436
5963,638,655,0,User,437
2226,2439,372,0,User,438
2278,216,1494,0,User,439
2008,457,498,0,User,440
3373,819,1205,0,User,441
4201,255,1954,0,User,442
1221,917,1450,0,User,443
2390,1,221,0,User,444
593,1041,1489,0,User,445
227,381,2957,0,User,446
1809,2047,3183,0,Influencer,447
36,65,1045,0,User,448
296,446,642,0,User,449
6860,1067,1119,0,User,450
690,867,1979,0,Influencer,451
2034,1380,1129,0,User,452
1322,268,2042,0,User,453
1258,686,1072,0,User,454
4191,1694,2795,0,Bot,455
1490,647,213,0,User,456
720,1906,1727,0,Bot,457
3493,405,910,0,User,458
1935,1508,36,0,User,459
6276,428,1470,0,User,460
2805,1067,71,0,User,461
2553,1960,637,0,Bot,462
997,1523,853,0,News Outlet,463
883,211,10,0,User,464
1233,328,1802,0,User,465
162,150,736,0,User,466
2021,102,775,0,User,467
519,1053,522,0,User,468
5241,173,3108,0,User,469
769,378,2079,0,Influencer,470
673,424,2499,0,User,471
710,2338,1108,0,Influencer,472
5403,570,2842,0,User,473
2305,322,1824,0,User,474
294,247,804,0,User,475
2798,1279,1144,0,Bot,476
1798,1111,2441,0,User,477
1303,492,1167,0,Bot,478
1841,414,1579,0,User,479
1179,512,400,0,User,480
4816,689,346,0,User,481
705,1595,1873,0,User,482
645,71,3446,0,User,483
900,66,700,0,User,484
373,170,609,0,User,485
2017,463,1981,0,User,486
1059,1815,223,0,Influencer,487
875,217,106,0,News Outlet,488
1403,392,1310,0,Influencer,489
1164,1001,850,0,User,490
1420,1162,2746,0,User,491
1845,2159,1263,0,User,492
2607,984,17,0,User,493
2138,191,1544,0,User,494
1320,728,91,0,Bot,495
675,855,169,0,User,496
2902,1616,1666,0,User,497
298,82,1388,0,Bot,498
1695,928,2364,0,News Outlet,499
2037,227,294,0,User,500
466,289,2886,0,News Outlet,501
2099,954,74,0,User,502
986,1408,1773,0,User,503
1853,647,2161,0,User,504
3057,1260,1301,0,User,505
782,637,834,0,User,506
1377,42,1254,0,User,507
1517,617,179,0,User,508
3182,997,304,0,Influencer,509
798,1288,795,0,User,510
3443,1428,1789,0,User,511
3089,290,1096,0,News Outlet,512
5318,39,1405,0,User,513
904,932,1105,0,User,514
7282,697,1898,0,User,515
466,246,1151,0,News Outlet,516
1066,2010,945,0,User,517
4103,1076,1222,0,User,518
2433,663,1077,0,User,519
222,927,428,0,Influencer,520
370,347,2088,0,User,521
2898,611,1361,0,User,522
1855,479,422,0,Influencer,523
41,209,341,0,User,524
4246,1000,956,0,User,525
1341,1717,1897,0,Bot,526
1153,3,1176,0,User,527
5471,755,1235,0,User,528
2097,417,1194,0,User,529
857,428,1619,0,User,530
102,1288,1372,0,User,531
420,538,892,0,User,532
1273,648,2510,0,User,533
866,286,1168,0,User,534
288,2256,522,0,User,535
1731,116,404,0,User,536
2752,201,3381,0,News Outlet,537
6060,962,357,0,User,538
2141,334,178,0,User,539
3480,843,900,0,User,540
1719,544,2422,0,User,541
1433,187,1580,0,News Outlet,542
4472,1707,1933,0,News Outlet,543
1758,787,1298,0,User,544
5117,37,351,0,User,545
4702,1099,723,0,User,546
1468,556,956,0,Bot,547
1288,671,426,0,Influencer,548
4426,444,624,0,Bot,549
2002,295,1884,0,Bot,550
3028,425,213,0,News Outlet,551
2122,1328,1598,0,User,552
2351,571,2559,0,User,553
2477,370,197,0,Bot,554
845,1143,763,0,User,555
5649,1570,0,0,User,556
2542,950,19,0,User,557
242,1370,1466,0,Influencer,558
547,2132,689,0,Bot,559
893,314,324,0,User,560
281,1572,894,0,User,561
650,1029,568,0,User,562
5384,1151,892,0,Influencer,563
5400,620,1364,0,User,564
2252,1345,35,0,User,565
3230,336,2214,0,User,566
4112,747,560,0,Influencer,567
1026,71,355,0,User,568
1577,391,658,0,User,569
4888,79,1027,0,User,570
3684,306,774,0,News Outlet,571
1753,976,1795,0,Influencer,572
16,252,167,0,User,573
4161,1542,1092,0,User,574
504,268,18,0,User,575
907,546,3810,0,User,576
3192,909,466,0,User,577
5593,564,892,0,Bot,578
83,223,1099,0,User,579
1065,921,1721,0,User,580
6445,171,3679,0,User,581
3267,691,153,0,User,582
3929,265,1051,0,User,583
274,2489,1140,0,User,584
4916,715,656,0,User,585
1453,1469,205,0,User,586
1507,78,831,0,User,587
1626,1073,113,0,User,588
2490,1357,1667,0,Influencer,589
3919,912,453,0,User,590
810,42,832,0,Bot,591
187,1309,2452,0,User,592
1650,60,247,0,User,593
712,1273,991,0,Influencer,594
1133,854,1869,0,User,595
890,778,701,0,Influencer,596
8455,815,1161,0,User,597
1209,812,1749,0,User,598
1420,1267,214,0,Bot,599
290,1460,3505,0,User,600
3899,966,113,0,User,601
4973,904,161,0,User,602
3830,64,1060,0,News Outlet,603
1265,101,261,0,Influencer,604
1045,387,2150,0,Influencer,605
1937,1671,431,0,News Outlet,606
4629,1433,1123,0,News Outlet,607
211,1027,573,0,User,608
2757,431,481,0,User,609
963,322,523,0,Influencer,610
1271,337,582,0,User,611
275,1134,2562,0,Influencer,612
3177,1530,197,0,Bot,613
1931,1676,743,0,User,614
1129,198,2029,0,Bot,615
4832,599,803,0,User,616
196,538,346,0,User,617
77,1038,974,0,Bot,618
2052,2189,2024,0,User,619
2333,753,936,0,Influencer,620
876,1559,161,0,News Outlet,621
2273,274,340,0,User,622
301,14,532,0,User,623
2005,575,2187,0,User,624
5127,135,2814,0,User,625
878,663,2327,0,Influencer,626
2683,2696,1040,0,Influencer,627
495,195,2592,0,User,628
7089,1176,2057,0,Bot,629
633,1045,1018,0,User,630
1132,914,1865,0,Influencer,631
2456,243,1721,0,User,632
1233,240,1603,0,Influencer,633
263,452,767,0,User,634
4025,219,2492,0,User,635
555,418,1766,0,User,636
4960,1481,1317,0,User,637
2207,342,2075,0,User,638
717,1610,780,0,User,639
960,1122,403,0,User,640
2109,1167,592,0,News Outlet,641
3405,263,1503,0,User,642
574,30,2686,0,User,643
346,153,3320,0,Influencer,644
1373,597,1415,0,User,645
2238,456,942,0,User,646
1653,1463,1262,0,Influencer,647
3345,773,2100,0,User,648
2208,797,655,0,News Outlet,649
1889,1089,1799,0,Influencer,650
405,762,3366,0,User,651
6443,146,2262,0,User,652
7088,176,341,0,User,653
3013,816,726,0,User,654
3309,1036,894,0,User,655
134,772,1470,0,User,656
3225,2483,1933,0,Influencer,657
3425,1470,1129,0,Bot,658
173,2200,1148,0,User,659
2219,436,4142,0,News Outlet,660
266,1829,1436,0,User,661
3779,1690,1840,0,User,662
2758,1029,2695,0,User,663
448,261,2451,0,User,664
2038,9,418,0,Bot,665
1308,327,647,0,User,666
2099,279,1296,0,User,667
1938,363,896,0,Bot,668
887,233,233,0,News Outlet,669
2661,873,82,0,User,670
300,63,415,0,User,671
698,143,721,0,User,672
1548,991,1163,0,User,673
7950,1426,626,0,User,674
1001,862,766,0,User,675
527,193,1330,0,User,676
1347,1389,1925,0,Influencer,677
1039,1493,617,0,User,678
2654,96,1748,0,News Outlet,679
1686,470,2151,0,User,680
4167,385,1851,0,User,681
187,1043,255,0,Influencer,682
2483,1528,152,0,User,683
3002,186,181,0,User,684
3431,599,1665,0,User,685
988,966,2766,0,User,686
3513,1482,1323,0,News Outlet,687
887,1112,1203,0,User,688
5126,410,1467,0,User,689
3408,297,1398,0,Bot,690
2288,775,2788,0,User,691
1062,784,780,0,User,692
4164,359,2,0,User,693
5457,509,467,0,Bot,694
937,648,1717,0,User,695
1023,23,2456,0,User,696
880,1226,1564,0,News Outlet,697
1187,73,1273,0,News Outlet,698
1050,1177,1337,0,User,699
3739,417,2056,0,User,700
400,218,4777,0,Bot,701
3399,1291,1061,0,User,702
3850,872,1699,0,Influencer,703
542,465,152,0,User,704
1683,691,669,0,User,705
3703,1682,706,0,Bot,706
995,959,2469,0,Bot,707
195,234,3342,0,User,708
1894,1216,878,0,User,709
977,510,1265,0,User,710
1390,1135,1171,0,User,711
3174,614,3382,0,User,712
2977,231,1274,0,User,713
2587,1311,1076,0,User,714
455,92,445,0,User,715
2243,2420,2748,0,User,716
446,108,1943,0,News Outlet,717
3030,532,674,0,Influencer,718
835,621,2740,0,User,719
4690,1118,69,0,User,720
2303,664,513,0,User,721
344,1015,1600,0,User,722
5925,1169,416,0,User,723
3172,886,1810,0,Bot,724
713,395,2626,0,User,725
5667,991,1138,0,News Outlet,726
3537,2429,1575,0,User,727
1429,178,1335,0,Bot,728
2610,989,1284,0,User,729
650,612,1489,0,User,730
6572,1196,1651,0,News Outlet,731
4193,1033,1252,0,Bot,732
1440,909,1296,0,User,733
907,447,457,0,News Outlet,734
3357,167,65,0,News Outlet,735
948,1753,1562,0,User,736
7792,663,1332,0,User,737
5455,629,252,0,News Outlet,738
308,851,853,0,User,739
674,187,1555,0,User,740
5984,1327,1744,0,User,741
447,1516,741,0,User,742
2006,1671,1410,0,Influencer,743
623,1447,820,0,User,744
1111,849,3074,0,User,745
4451,358,2025,0,User,746
1134,2561,707,0,User,747
873,2033,564,0,User,748
2595,511,1690,0,User,749
612,54,1855,0,Bot,750
753,17,2431,0,User,751
1920,2189,574,0,User,752
1013,1450,338,0,User,753
2765,1004,301,0,User,754
1710,1308,1317,0,User,755
3962,217,1119,0,User,756
3138,741,987,0,User,757
129,1062,1562,0,Influencer,758
1183,608,2577,0,News Outlet,759
3983,1387,673,0,News Outlet,760
3347,1539,317,0,Influencer,761
5745,224,1144,0,News Outlet,762
3571,1786,480,0,User,763
1076,834,2925,0,User,764
4577,1292,1204,0,User,765
2420,1122,241,0,User,766
4581,1043,215,0,User,767
2594,489,1530,0,News Outlet,768
4986,900,373,0,User,769
2064,532,714,0,Influencer,770
4906,3437,2572,0,User,771
1655,452,3685,0,Bot,772
4059,187,2141,0,User,773
4085,835,553,0,User,774
228,181,79,0,User,775
1526,482,3632,0,Bot,776
707,477,302,0,User,777
1998,365,1078,0,User,778
6167,667,120,0,User,779
3705,471,3573,0,User,780
2802,156,1289,0,User,781
2409,2023,2322,0,User,782
1830,1363,1760,0,User,783
1845,151,1404,0,User,784
1959,2181,2330,0,Influencer,785
231,1262,135,0,User,786
17,1218,1948,0,User,787
2444,515,733,0,User,788
1582,465,1022,0,User,789
434,1343,172,0,User,790
3230,600,1124,0,User,791
5545,1824,185,0,User,792
2422,722,1624,0,User,793
1725,1703,1577,0,User,794
34,546,1408,0,News Outlet,795
431,1095,1004,0,Bot,796
5039,2282,1926,0,Bot,797
1595,165,780,0,User,798
125,544,1297,0,News Outlet,799
662,1019,129,0,User,800
1671,160,1552,0,User,801
1626,1597,3030,0,User,802
8639,2470,146,0,User,803
2746,1206,2234,0,User,804
1822,1607,639,0,User,805
2251,1832,3620,0,User,806
864,227,1083,0,User,807
4538,706,1543,0,User,808
2429,1867,1809,0,Influencer,809
143,1543,660,0,User,810
4356,548,657,0,User,811
809,765,3299,0,User,812
5261,841,682,0,User,813
2571,939,1301,0,User,814
1721,1269,6119,0,User,815
1160,554,1153,0,User,816
2186,1239,315,0,User,817
1965,1026,2467,0,User,818
2714,68,1739,0,User,819
1649,1624,926,0,User,820
1704,885,473,0,Bot,821
987,1793,337,0,News Outlet,822
2097,710,419,0,User,823
594,1162,1413,0,User,824
3497,72,1457,0,Influencer,825
423,1796,962,0,User,826
810,589,427,0,Influencer,827
6665,1521,49,0,News Outlet,828
2092,362,691,0,Bot,829
3482,1385,2563,0,User,830
5052,557,1076,0,User,831
1483,509,1040,0,Influencer,832
3191,1324,1315,0,User,833
4201,664,1570,0,Influencer,834
1246,381,3595,0,Influencer,835
3852,723,1668,0,User,836
2406,975,937,0,User,837
1339,1422,1208,0,User,838
2584,591,434,0,User,839
504,874,94,0,Influencer,840
2592,160,1408,0,User,841
918,327,1490,0,Influencer,842
7113,753,972,0,News Outlet,843
2937,501,1914,0,User,844
3740,1291,926,0,User,845
1448,615,1883,0,User,846
2320,960,849,0,User,847
548,249,1704,0,User,848
2422,1514,549,0,User,849
1005,8,222,0,User,850
729,2252,1448,0,User,851
3071,77,496,0,News Outlet,852
1509,472,1733,0,User,853
949,502,1940,0,User,854
615,270,1985,0,User,855
1178,26,1025,0,User,856
99,643,1869,0,User,857
1305,1258,362,0,User,858
2343,762,1024,0,User,859
2171,52,399,0,User,860
3517,520,3522,0,User,861
1749,597,2697,0,User,862
3772,198,1524,0,Bot,863
2897,107,2945,0,User,864
2120,498,1481,0,User,865
2053,1606,105,0,User,866
1685,37,606,0,User,867
1138,391,12,0,User,868
950,230,853,0,Bot,869
4437,2524,316,0,Influencer,870
130,64,2777,0,User,871
950,416,3828,0,User,872
304,1188,1912,0,User,873
2194,1427,542,0,User,874
340,981,1199,0,User,875
759,312,997,0,User,876
2638,1062,468,0,User,877
479,623,96,0,User,878
902,47,174,0,News Outlet,879
1880,322,838,0,Influencer,880
398,389,1296,0,User,881
3388,699,941,0,News Outlet,882
1971,1578,188,0,User,883
1122,1266,220,0,User,884
536,1316,2438,0,Influencer,885
814,581,331,0,User,886
900,1394,1895,0,User,887
216,1019,2746,0,User,888
5853,2236,350,0,User,889
1116,1384,457,0,User,890
479,184,3193,0,Influencer,891
1936,849,2708,0,User,892
155,129,1063,0,User,893
1592,977,392,0,News Outlet,894
3307,7,1359,0,User,895
5861,415,1162,0,User,896
1869,13,951,0,Influencer,897
3398,1265,576,0,User,898
2798,161,2415,0,Influencer,899
1656,822,1097,0,User,900
353,565,2496,0,News Outlet,901
5167,468,537,0,User,902
1935,1089,1359,0,User,903
3102,2106,1908,0,User,904
1215,2061,2686,0,User,905
2280,1248,1175,0,User,906
1220,988,1279,0,User,907
1839,1291,1745,0,Bot,908
3662,2110,1892,0,News Outlet,909
2822,503,1765,0,User,910
421,1632,597,0,News Outlet,911
2271,439,2539,0,User,912
333,1010,1335,0,News Outlet,913
2219,761,2941,0,User,914
3165,8,1366,0,User,915
1212,996,1729,0,Bot,916
681,1080,185,0,User,917
4188,98,1775,0,User,918
3190,1453,240,0,User,919
843,576,1639,0,User,920
5793,554,490,0,User,921
4222,207,931,0,User,922
3045,894,1309,0,News Outlet,923
1674,1187,887,0,Influencer,924
7067,972,360,0,User,925
977,1282,861,0,Influencer,926
2600,594,1532,0,User,927
261,1534,11,0,Bot,928
1251,1607,2233,0,Influencer,929
1854,585,10,0,Influencer,930
858,659,1502,0,User,931
3635,798,479,0,User,932
1373,59,1307,0,User,933
1553,800,3261,0,User,934
465,583,1093,0,News Outlet,935
2018,628,682,0,User,936
164,896,1371,0,News Outlet,937
2405,90,741,0,User,938
5432,648,1511,0,User,939
1695,533,747,0,Influencer,940
1912,490,2166,0,User,941
1919,780,2097,0,User,942
333,543,1457,0,Influencer,943
372,694,15,0,User,944
1160,427,1276,0,User,945
1160,720,420,0,User,946
1600,845,562,0,User,947
3450,571,994,0,User,948
721,1193,861,0,User,949
507,166,1766,0,User,950
610,1259,1421,0,News Outlet,951
4243,443,1087,0,Influencer,952
3588,386,950,0,News Outlet,953
70,682,244,0,Influencer,954
324,444,574,0,Bot,955
1776,381,4160,0,User,956
6053,384,84,0,Influencer,957
322,377,1323,0,User,958
400,389,837,0,User,959
911,1407,993,0,User,960
4395,648,463,0,User,961
